
2022-05-24 11:45:57,629 p=89984 u=moonja n=ansible | [DEPRECATION WARNING]: COMMAND_WARNINGS option, the command warnings feature is being 
2022-05-24 11:46:07,865 p=89984 u=moonja n=ansible | skipping: [co7-master] => (item={'regexp': "^  listen: '192.168.0.81:5432'", 'line': "  listen: '0.0.0.0:5532'", 'state': 'present'}) 
2022-05-24 11:46:07,866 p=89984 u=moonja n=ansible | skipping: [co7-master] => (item={'regexp': "^  connect_address: '192.168.0.81:5432'", 'line': "  connect_address: '192.168.0.81:5532'", 'state': 'present'}) 
2022-05-24 11:46:07,867 p=89984 u=moonja n=ansible | skipping: [co7-master] => (item={'regexp': '^    port: 5432', 'line': '    port: 5532', 'state': 'present'}) 
2022-05-24 11:46:08,359 p=89984 u=moonja n=ansible | changed: [co7-node02] => (item={'regexp': "^  listen: '192.168.0.84:5432'", 'line': "  listen: '0.0.0.0:5532'", 'state': 'present'})
2022-05-24 11:46:08,361 p=89984 u=moonja n=ansible | changed: [co7-node01] => (item={'regexp': "^  listen: '192.168.0.83:5432'", 'line': "  listen: '0.0.0.0:5532'", 'state': 'present'})
2022-05-24 11:46:08,361 p=89984 u=moonja n=ansible | changed: [co7-node03] => (item={'regexp': "^  listen: '192.168.0.85:5432'", 'line': "  listen: '0.0.0.0:5532'", 'state': 'present'})
2022-05-24 11:46:08,682 p=89984 u=moonja n=ansible | changed: [co7-node02] => (item={'regexp': "^  connect_address: '192.168.0.84:5432'", 'line': "  connect_address: '192.168.0.84:5532'", 'state': 'present'})
2022-05-24 11:46:08,685 p=89984 u=moonja n=ansible | changed: [co7-node01] => (item={'regexp': "^  connect_address: '192.168.0.83:5432'", 'line': "  connect_address: '192.168.0.83:5532'", 'state': 'present'})
2022-05-24 11:46:08,686 p=89984 u=moonja n=ansible | changed: [co7-node03] => (item={'regexp': "^  connect_address: '192.168.0.85:5432'", 'line': "  connect_address: '192.168.0.85:5532'", 'state': 'present'})
2022-05-24 11:46:08,987 p=89984 u=moonja n=ansible | changed: [co7-node03] => (item={'regexp': '^    port: 5432', 'line': '    port: 5532', 'state': 'present'})
2022-05-24 11:46:08,988 p=89984 u=moonja n=ansible | changed: [co7-node02] => (item={'regexp': '^    port: 5432', 'line': '    port: 5532', 'state': 'present'})
2022-05-24 11:46:08,989 p=89984 u=moonja n=ansible | changed: [co7-node01] => (item={'regexp': '^    port: 5432', 'line': '    port: 5532', 'state': 'present'})
2022-05-24 11:46:08,998 p=89984 u=moonja n=ansible | TASK [pgbackrest : Edit patroni.yml for pgBackrest] *****************************************
2022-05-24 11:46:09,066 p=89984 u=moonja n=ansible | skipping: [co7-master] => (item={'regexp': '^  parameters:', 'line': '    archive_mode: "on"', 'state': 'present'}) 
2022-05-24 11:46:09,067 p=89984 u=moonja n=ansible | skipping: [co7-master] => (item={'regexp': '^    archive_mode:*', 'line': '    archive_command: "pgbackrest --stanze=main archive-push %p"', 'state': 'present'}) 
2022-05-24 11:46:09,452 p=89984 u=moonja n=ansible | changed: [co7-node03] => (item={'regexp': '^  parameters:', 'line': '    archive_mode: "on"', 'state': 'present'})
2022-05-24 11:46:09,456 p=89984 u=moonja n=ansible | changed: [co7-node01] => (item={'regexp': '^  parameters:', 'line': '    archive_mode: "on"', 'state': 'present'})
2022-05-24 11:46:09,457 p=89984 u=moonja n=ansible | changed: [co7-node02] => (item={'regexp': '^  parameters:', 'line': '    archive_mode: "on"', 'state': 'present'})
2022-05-24 11:46:09,795 p=89984 u=moonja n=ansible | changed: [co7-node03] => (item={'regexp': '^    archive_mode:*', 'line': '    archive_command: "pgbackrest --stanze=main archive-push %p"', 'state': 'present'})
2022-05-24 11:46:09,799 p=89984 u=moonja n=ansible | changed: [co7-node01] => (item={'regexp': '^    archive_mode:*', 'line': '    archive_command: "pgbackrest --stanze=main archive-push %p"', 'state': 'present'})
2022-05-24 11:46:09,802 p=89984 u=moonja n=ansible | changed: [co7-node02] => (item={'regexp': '^    archive_mode:*', 'line': '    archive_command: "pgbackrest --stanze=main archive-push %p"', 'state': 'present'})
2022-05-24 11:46:09,813 p=89984 u=moonja n=ansible | TASK [pgbackrest : Create directories and files in all nodes] *******************************
2022-05-24 11:46:10,408 p=89984 u=moonja n=ansible | changed: [co7-node02] => (item={'path': '/etc/pgbackrest', 'state': 'directory', 'owner': 'root', 'group': 'root', 'mode': '755'})
2022-05-24 11:46:10,410 p=89984 u=moonja n=ansible | changed: [co7-node01] => (item={'path': '/etc/pgbackrest', 'state': 'directory', 'owner': 'root', 'group': 'root', 'mode': '755'})
2022-05-24 11:46:10,421 p=89984 u=moonja n=ansible | changed: [co7-node03] => (item={'path': '/etc/pgbackrest', 'state': 'directory', 'owner': 'root', 'group': 'root', 'mode': '755'})
2022-05-24 11:46:10,422 p=89984 u=moonja n=ansible | changed: [co7-master] => (item={'path': '/etc/pgbackrest', 'state': 'directory', 'owner': 'root', 'group': 'root', 'mode': '755'})
2022-05-24 11:46:10,804 p=89984 u=moonja n=ansible | changed: [co7-node03] => (item={'path': '/etc/pgbackrest/conf.d', 'state': 'directory', 'owner': 'root', 'group': 'root', 'mode': '755'})
2022-05-24 11:46:10,804 p=89984 u=moonja n=ansible | changed: [co7-master] => (item={'path': '/etc/pgbackrest/conf.d', 'state': 'directory', 'owner': 'root', 'group': 'root', 'mode': '755'})
2022-05-24 11:46:10,806 p=89984 u=moonja n=ansible | changed: [co7-node01] => (item={'path': '/etc/pgbackrest/conf.d', 'state': 'directory', 'owner': 'root', 'group': 'root', 'mode': '755'})
2022-05-24 11:46:10,806 p=89984 u=moonja n=ansible | changed: [co7-node02] => (item={'path': '/etc/pgbackrest/conf.d', 'state': 'directory', 'owner': 'root', 'group': 'root', 'mode': '755'})
2022-05-24 11:46:11,243 p=89984 u=moonja n=ansible | changed: [co7-node02] => (item={'path': '/var/log/pgbackrest', 'state': 'directory', 'owner': 'postgres', 'group': 'postgres', 'mode': '770'})
2022-05-24 11:46:11,246 p=89984 u=moonja n=ansible | changed: [co7-node03] => (item={'path': '/var/log/pgbackrest', 'state': 'directory', 'owner': 'postgres', 'group': 'postgres', 'mode': '770'})
2022-05-24 11:46:11,247 p=89984 u=moonja n=ansible | changed: [co7-master] => (item={'path': '/var/log/pgbackrest', 'state': 'directory', 'owner': 'postgres', 'group': 'postgres', 'mode': '770'})
2022-05-24 11:46:11,249 p=89984 u=moonja n=ansible | changed: [co7-node01] => (item={'path': '/var/log/pgbackrest', 'state': 'directory', 'owner': 'postgres', 'group': 'postgres', 'mode': '770'})
2022-05-24 11:46:11,766 p=89984 u=moonja n=ansible | changed: [co7-node03] => (item={'path': '/etc/pgbackrest/pgbackrest.conf', 'state': 'touch', 'owner': 'postgres', 'group': 'postgres', 'mode': '640'})
2022-05-24 11:46:11,767 p=89984 u=moonja n=ansible | changed: [co7-master] => (item={'path': '/etc/pgbackrest/pgbackrest.conf', 'state': 'touch', 'owner': 'postgres', 'group': 'postgres', 'mode': '640'})
2022-05-24 11:46:11,780 p=89984 u=moonja n=ansible | changed: [co7-node02] => (item={'path': '/etc/pgbackrest/pgbackrest.conf', 'state': 'touch', 'owner': 'postgres', 'group': 'postgres', 'mode': '640'})
2022-05-24 11:46:11,782 p=89984 u=moonja n=ansible | changed: [co7-node01] => (item={'path': '/etc/pgbackrest/pgbackrest.conf', 'state': 'touch', 'owner': 'postgres', 'group': 'postgres', 'mode': '640'})
2022-05-24 11:46:12,070 p=89984 u=moonja n=ansible | changed: [co7-node03] => (item={'path': '/var/lib/pgsql/.ssh', 'state': 'directory', 'owner': 'postgres', 'group': 'postgres', 'mode': '700'})
2022-05-24 11:46:12,084 p=89984 u=moonja n=ansible | changed: [co7-node02] => (item={'path': '/var/lib/pgsql/.ssh', 'state': 'directory', 'owner': 'postgres', 'group': 'postgres', 'mode': '700'})
2022-05-24 11:46:12,106 p=89984 u=moonja n=ansible | changed: [co7-master] => (item={'path': '/var/lib/pgsql/.ssh', 'state': 'directory', 'owner': 'postgres', 'group': 'postgres', 'mode': '700'})
2022-05-24 11:46:12,111 p=89984 u=moonja n=ansible | changed: [co7-node01] => (item={'path': '/var/lib/pgsql/.ssh', 'state': 'directory', 'owner': 'postgres', 'group': 'postgres', 'mode': '700'})
2022-05-24 11:46:12,383 p=89984 u=moonja n=ansible | changed: [co7-node03] => (item={'path': '/var/lib/pgsql/.ssh/authorized_keys', 'state': 'touch', 'owner': 'postgres', 'group': 'postgres', 'mode': '640'})
2022-05-24 11:46:12,389 p=89984 u=moonja n=ansible | changed: [co7-node02] => (item={'path': '/var/lib/pgsql/.ssh/authorized_keys', 'state': 'touch', 'owner': 'postgres', 'group': 'postgres', 'mode': '640'})
2022-05-24 11:46:12,434 p=89984 u=moonja n=ansible | changed: [co7-master] => (item={'path': '/var/lib/pgsql/.ssh/authorized_keys', 'state': 'touch', 'owner': 'postgres', 'group': 'postgres', 'mode': '640'})
2022-05-24 11:46:12,434 p=89984 u=moonja n=ansible | changed: [co7-node01] => (item={'path': '/var/lib/pgsql/.ssh/authorized_keys', 'state': 'touch', 'owner': 'postgres', 'group': 'postgres', 'mode': '640'})
2022-05-24 11:46:12,448 p=89984 u=moonja n=ansible | TASK [pgbackrest : Allow ssh connection for postgres user in SELinux policy] ****************
2022-05-24 11:46:13,023 p=89984 u=moonja n=ansible | changed: [co7-node02]
2022-05-24 11:46:13,030 p=89984 u=moonja n=ansible | changed: [co7-node01]
2022-05-24 11:46:13,041 p=89984 u=moonja n=ansible | changed: [co7-node03]
2022-05-24 11:46:13,053 p=89984 u=moonja n=ansible | changed: [co7-master]
2022-05-24 11:46:13,063 p=89984 u=moonja n=ansible | TASK [pgbackrest : Exchange ssh keys to allow password-less login between all nodes] ********
2022-05-24 11:46:13,536 p=89984 u=moonja n=ansible | changed: [co7-node03]
2022-05-24 11:46:13,583 p=89984 u=moonja n=ansible | changed: [co7-node02]
2022-05-24 11:46:13,609 p=89984 u=moonja n=ansible | changed: [co7-node01]
2022-05-24 11:46:13,927 p=89984 u=moonja n=ansible | changed: [co7-master]
2022-05-24 11:46:13,945 p=89984 u=moonja n=ansible | TASK [pgbackrest : Copy ssh keys repostory node to postgres nodes] **************************
2022-05-24 11:46:14,027 p=89984 u=moonja n=ansible | skipping: [co7-master]
2022-05-24 11:46:14,871 p=89984 u=moonja n=ansible | changed: [co7-node01 -> co7-master(None)]
2022-05-24 11:46:15,605 p=89984 u=moonja n=ansible | changed: [co7-node02 -> co7-master(None)]
2022-05-24 11:46:15,606 p=89984 u=moonja n=ansible | changed: [co7-node03 -> co7-master(None)]
2022-05-24 11:46:15,643 p=89984 u=moonja n=ansible | TASK [pgbackrest : Copy ssh keys postgres nodes to repostory node] **************************
2022-05-24 11:46:15,661 p=89984 u=moonja n=ansible | skipping: [co7-node01] => (item=01) 
2022-05-24 11:46:15,667 p=89984 u=moonja n=ansible | skipping: [co7-node01] => (item=02) 
2022-05-24 11:46:15,667 p=89984 u=moonja n=ansible | skipping: [co7-node01] => (item=03) 
2022-05-24 11:46:15,701 p=89984 u=moonja n=ansible | skipping: [co7-node02] => (item=01) 
2022-05-24 11:46:15,704 p=89984 u=moonja n=ansible | skipping: [co7-node02] => (item=02) 
2022-05-24 11:46:15,704 p=89984 u=moonja n=ansible | skipping: [co7-node02] => (item=03) 
2022-05-24 11:46:15,741 p=89984 u=moonja n=ansible | skipping: [co7-node03] => (item=01) 
2022-05-24 11:46:15,743 p=89984 u=moonja n=ansible | skipping: [co7-node03] => (item=02) 
2022-05-24 11:46:15,744 p=89984 u=moonja n=ansible | skipping: [co7-node03] => (item=03) 
2022-05-24 11:46:17,287 p=89984 u=moonja n=ansible | changed: [co7-master -> co7-node01(None)] => (item=01)
2022-05-24 11:46:18,734 p=89984 u=moonja n=ansible | ok: [co7-master -> co7-node02(None)] => (item=02)
2022-05-24 11:46:20,140 p=89984 u=moonja n=ansible | ok: [co7-master -> co7-node03(None)] => (item=03)
2022-05-24 11:46:20,160 p=89984 u=moonja n=ansible | TASK [pgbackrest : The ssh-keyscan for known_hosts file] ************************************
2022-05-24 11:46:20,242 p=89984 u=moonja n=ansible | skipping: [co7-master]
2022-05-24 11:46:20,542 p=89984 u=moonja n=ansible | changed: [co7-node02 -> co7-master(None)]
2022-05-24 11:46:20,564 p=89984 u=moonja n=ansible | changed: [co7-node01 -> co7-master(None)]
2022-05-24 11:46:20,631 p=89984 u=moonja n=ansible | changed: [co7-node03 -> co7-master(None)]
2022-05-24 11:46:20,638 p=89984 u=moonja n=ansible | TASK [pgbackrest : The ssh-keyscan for known_hosts file] ************************************
2022-05-24 11:46:20,698 p=89984 u=moonja n=ansible | skipping: [co7-master]
2022-05-24 11:46:21,039 p=89984 u=moonja n=ansible | changed: [co7-node01]
2022-05-24 11:46:21,065 p=89984 u=moonja n=ansible | changed: [co7-node02]
2022-05-24 11:46:21,067 p=89984 u=moonja n=ansible | changed: [co7-node03]
2022-05-24 11:46:21,084 p=89984 u=moonja n=ansible | TASK [pgbackrest : Input key] ***************************************************************
2022-05-24 11:46:21,174 p=89984 u=moonja n=ansible | skipping: [co7-master]
2022-05-24 11:46:21,492 p=89984 u=moonja n=ansible | changed: [co7-node02 -> co7-master(None)] => (item=co7-node02 ecdsa-sha2-nistp256 AAAAE2VjZHNhLXNoYTItbmlzdHAyNTYAAAAIbmlzdHAyNTYAAABBBKOiG3ubpx4pRAU6ZMg5W5JOC/6ryHoSTKsMz8tC/RTGxcvmvpyaUeE4r4imIAyucmKUo2Y721KvbW5g1/Kjt+o=)
2022-05-24 11:46:21,494 p=89984 u=moonja n=ansible | changed: [co7-node01 -> co7-master(None)] => (item=co7-node01 ecdsa-sha2-nistp256 AAAAE2VjZHNhLXNoYTItbmlzdHAyNTYAAAAIbmlzdHAyNTYAAABBBLoXGv1czw5vny45YMnnJnK14bCFNpqV5ZvrL0U+g+64T1YUr6eqXWdDTcTX1DZUTnFC9HAby0cS6zZGQvRfXiY=)
2022-05-24 11:46:21,514 p=89984 u=moonja n=ansible | changed: [co7-node03 -> co7-master(None)] => (item=co7-node03 ecdsa-sha2-nistp256 AAAAE2VjZHNhLXNoYTItbmlzdHAyNTYAAAAIbmlzdHAyNTYAAABBBCw3T4DjyF88OSwmXjXK1z6SzO1qm3YMTAQdeIlBzoQJxAQ2qiaSnZZzGQk7B5ODmS4UFh80grvzm2WjWS3cyyM=)
2022-05-24 11:46:21,524 p=89984 u=moonja n=ansible | TASK [pgbackrest : Input key] ***************************************************************
2022-05-24 11:46:21,584 p=89984 u=moonja n=ansible | skipping: [co7-master]
2022-05-24 11:46:21,867 p=89984 u=moonja n=ansible | changed: [co7-node01] => (item=co7-master ecdsa-sha2-nistp256 AAAAE2VjZHNhLXNoYTItbmlzdHAyNTYAAAAIbmlzdHAyNTYAAABBBH5R4iPHfdOTR6op3EHkF+lB1ezHrv7PiAK5tc8EmmThK795DDwtDOYKx1zFbnnGQgyQM8tCPrSBHMZD0y+72Yg=)
2022-05-24 11:46:21,871 p=89984 u=moonja n=ansible | changed: [co7-node02] => (item=co7-master ecdsa-sha2-nistp256 AAAAE2VjZHNhLXNoYTItbmlzdHAyNTYAAAAIbmlzdHAyNTYAAABBBH5R4iPHfdOTR6op3EHkF+lB1ezHrv7PiAK5tc8EmmThK795DDwtDOYKx1zFbnnGQgyQM8tCPrSBHMZD0y+72Yg=)
2022-05-24 11:46:21,872 p=89984 u=moonja n=ansible | changed: [co7-node03] => (item=co7-master ecdsa-sha2-nistp256 AAAAE2VjZHNhLXNoYTItbmlzdHAyNTYAAAAIbmlzdHAyNTYAAABBBH5R4iPHfdOTR6op3EHkF+lB1ezHrv7PiAK5tc8EmmThK795DDwtDOYKx1zFbnnGQgyQM8tCPrSBHMZD0y+72Yg=)
2022-05-24 11:46:21,883 p=89984 u=moonja n=ansible | TASK [pgbackrest : Create repository location] **********************************************
2022-05-24 11:46:21,904 p=89984 u=moonja n=ansible | skipping: [co7-node01] => (item={'path': '/var/lib/pgbackrest', 'state': 'directory', 'owner': 'postgres', 'group': 'postgres', 'mode': '750'}) 
2022-05-24 11:46:21,915 p=89984 u=moonja n=ansible | skipping: [co7-node02] => (item={'path': '/var/lib/pgbackrest', 'state': 'directory', 'owner': 'postgres', 'group': 'postgres', 'mode': '750'}) 
2022-05-24 11:46:21,937 p=89984 u=moonja n=ansible | skipping: [co7-node03] => (item={'path': '/var/lib/pgbackrest', 'state': 'directory', 'owner': 'postgres', 'group': 'postgres', 'mode': '750'}) 
2022-05-24 11:46:22,241 p=89984 u=moonja n=ansible | changed: [co7-master] => (item={'path': '/var/lib/pgbackrest', 'state': 'directory', 'owner': 'postgres', 'group': 'postgres', 'mode': '750'})
2022-05-24 11:46:22,251 p=89984 u=moonja n=ansible | TASK [pgbackrest : Configure pgbackrest.conf for patroni nodes] *****************************
2022-05-24 11:46:22,310 p=89984 u=moonja n=ansible | skipping: [co7-master]
2022-05-24 11:46:23,130 p=89984 u=moonja n=ansible | changed: [co7-node03]
2022-05-24 11:46:23,137 p=89984 u=moonja n=ansible | changed: [co7-node01]
2022-05-24 11:46:23,140 p=89984 u=moonja n=ansible | changed: [co7-node02]
2022-05-24 11:46:23,150 p=89984 u=moonja n=ansible | TASK [pgbackrest : Configure pgbackrest.conf for repository node] ***************************
2022-05-24 11:46:23,170 p=89984 u=moonja n=ansible | skipping: [co7-node01]
2022-05-24 11:46:23,187 p=89984 u=moonja n=ansible | skipping: [co7-node02]
2022-05-24 11:46:23,203 p=89984 u=moonja n=ansible | skipping: [co7-node03]
2022-05-24 11:46:23,879 p=89984 u=moonja n=ansible | changed: [co7-master]
2022-05-24 11:46:23,889 p=89984 u=moonja n=ansible | TASK [pgbackrest : Reload and start systemd service of patroni] *****************************
2022-05-24 11:46:23,948 p=89984 u=moonja n=ansible | skipping: [co7-master]
2022-05-24 11:46:25,276 p=89984 u=moonja n=ansible | changed: [co7-node01]
2022-05-24 11:46:25,279 p=89984 u=moonja n=ansible | changed: [co7-node03]
2022-05-24 11:46:26,147 p=89984 u=moonja n=ansible | changed: [co7-node02]
2022-05-24 11:46:26,159 p=89984 u=moonja n=ansible | TASK [pgbackrest : Pause for 1 minutes to wait for compleiting initializaion of patroni cluster] ***
2022-05-24 11:46:26,176 p=91291 u=moonja n=ansible | Pausing for 60 seconds
2022-05-24 11:46:26,177 p=91291 u=moonja n=ansible | (ctrl+C then 'C' = continue early, ctrl+C then 'A' = abort)
2022-05-24 11:47:26,181 p=89984 u=moonja n=ansible | ok: [co7-node01]
2022-05-24 11:47:26,192 p=89984 u=moonja n=ansible | TASK [pgbackrest : meta] ********************************************************************
2022-05-24 11:47:26,201 p=89984 u=moonja n=ansible | PLAY RECAP **********************************************************************************
2022-05-24 11:47:26,201 p=89984 u=moonja n=ansible | co7-master                 : ok=9    changed=6    unreachable=0    failed=0    skipped=9    rescued=0    ignored=0   
2022-05-24 11:47:26,202 p=89984 u=moonja n=ansible | co7-node01                 : ok=14   changed=12   unreachable=0    failed=0    skipped=5    rescued=0    ignored=0   
2022-05-24 11:47:26,202 p=89984 u=moonja n=ansible | co7-node02                 : ok=13   changed=12   unreachable=0    failed=0    skipped=5    rescued=0    ignored=0   
2022-05-24 11:47:26,202 p=89984 u=moonja n=ansible | co7-node03                 : ok=13   changed=12   unreachable=0    failed=0    skipped=5    rescued=0    ignored=0   
2022-05-24 11:51:54,495 p=92659 u=moonja n=ansible | [DEPRECATION WARNING]: COMMAND_WARNINGS option, the command warnings feature is being removed. This feature will be removed from ansible-core in 
version 2.14. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2022-05-24 11:51:54,505 p=92659 u=moonja n=ansible | [WARNING]: Invalid characters were found in group names but not replaced, use -vvvv to see details

2022-05-24 11:51:54,734 p=92659 u=moonja n=ansible | [DEPRECATION WARNING]: "include" is deprecated, use include_tasks/import_tasks instead. This feature will be removed in version 2.16. Deprecation
 warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2022-05-24 11:51:54,791 p=92659 u=moonja n=ansible | PLAY [all] ***************************************************************************************************************************************
2022-05-24 11:51:54,818 p=92659 u=moonja n=ansible | TASK [Gathering Facts] ***************************************************************************************************************************
2022-05-24 11:51:56,207 p=92659 u=moonja n=ansible | ok: [co7-node01]
2022-05-24 11:51:56,640 p=92659 u=moonja n=ansible | ok: [co7-master]
2022-05-24 11:51:56,671 p=92659 u=moonja n=ansible | ok: [co7-node02]
2022-05-24 11:51:56,679 p=92659 u=moonja n=ansible | ok: [co7-node03]
2022-05-24 11:51:56,696 p=92659 u=moonja n=ansible | TASK [pgbackrest : Stop the stanza on the repository host (only needs to be done on this host)] **************************************************
2022-05-24 11:51:56,731 p=92659 u=moonja n=ansible | skipping: [co7-node01]
2022-05-24 11:51:56,746 p=92659 u=moonja n=ansible | skipping: [co7-node02]
2022-05-24 11:51:56,747 p=92659 u=moonja n=ansible | skipping: [co7-node03]
2022-05-24 11:51:57,316 p=92659 u=moonja n=ansible | changed: [co7-master]
2022-05-24 11:51:57,326 p=92659 u=moonja n=ansible | TASK [pgbackrest : debug] ************************************************************************************************************************
2022-05-24 11:51:57,360 p=92659 u=moonja n=ansible | ok: [co7-node01] => {
    "msg": {
        "changed": false,
        "skip_reason": "Conditional result was False",
        "skipped": true
    }
}
2022-05-24 11:51:57,374 p=92659 u=moonja n=ansible | ok: [co7-node02] => {
    "msg": {
        "changed": false,
        "skip_reason": "Conditional result was False",
        "skipped": true
    }
}
2022-05-24 11:51:57,377 p=92659 u=moonja n=ansible | ok: [co7-node03] => {
    "msg": {
        "changed": false,
        "skip_reason": "Conditional result was False",
        "skipped": true
    }
}
2022-05-24 11:51:57,389 p=92659 u=moonja n=ansible | ok: [co7-master] => {
    "msg": {
        "changed": true,
        "cmd": [
            "/usr/bin/pgbackrest",
            "--stanza=main",
            "--log-level-console=info",
            "stop"
        ],
        "delta": "0:00:00.005817",
        "end": "2022-05-24 11:51:57.639992",
        "failed": false,
        "msg": "",
        "rc": 0,
        "start": "2022-05-24 11:51:57.634175",
        "stderr": "",
        "stderr_lines": [],
        "stdout": "2022-05-24 11:51:57.639 P00   INFO: stop command begin 2.31: --exec-id=11328-c3b71709 --log-level-console=info --pg1-host=192.168.0.83 --pg2-host=192.168.0.84 --pg3-host=192.168.0.85 --repo1-path=/var/lib/pgbackrest --stanza=main\n2022-05-24 11:51:57.639 P00   INFO: stop command end: completed successfully (1ms)",
        "stdout_lines": [
            "2022-05-24 11:51:57.639 P00   INFO: stop command begin 2.31: --exec-id=11328-c3b71709 --log-level-console=info --pg1-host=192.168.0.83 --pg2-host=192.168.0.84 --pg3-host=192.168.0.85 --repo1-path=/var/lib/pgbackrest --stanza=main",
            "2022-05-24 11:51:57.639 P00   INFO: stop command end: completed successfully (1ms)"
        ]
    }
}
2022-05-24 11:51:57,399 p=92659 u=moonja n=ansible | TASK [pgbackrest : Delete main.stop file for pgbackrest] *****************************************************************************************
2022-05-24 11:51:57,420 p=92659 u=moonja n=ansible | skipping: [co7-node01] => (item=/tmp/pgbackrest/main.stop) 
2022-05-24 11:51:57,436 p=92659 u=moonja n=ansible | skipping: [co7-node02] => (item=/tmp/pgbackrest/main.stop) 
2022-05-24 11:51:57,451 p=92659 u=moonja n=ansible | skipping: [co7-node03] => (item=/tmp/pgbackrest/main.stop) 
2022-05-24 11:51:58,148 p=92659 u=moonja n=ansible | changed: [co7-master] => (item=/tmp/pgbackrest/main.stop)
2022-05-24 11:51:58,161 p=92659 u=moonja n=ansible | TASK [pgbackrest : Delete the stanza on the repository host (only needs to be done on this host)] ************************************************
2022-05-24 11:51:58,184 p=92659 u=moonja n=ansible | skipping: [co7-node01]
2022-05-24 11:51:58,202 p=92659 u=moonja n=ansible | skipping: [co7-node02]
2022-05-24 11:51:58,223 p=92659 u=moonja n=ansible | skipping: [co7-node03]
2022-05-24 11:51:58,572 p=92659 u=moonja n=ansible | changed: [co7-master]
2022-05-24 11:51:58,579 p=92659 u=moonja n=ansible | TASK [pgbackrest : debug] ************************************************************************************************************************
2022-05-24 11:51:58,613 p=92659 u=moonja n=ansible | ok: [co7-node01] => {
    "msg": {
        "changed": false,
        "skip_reason": "Conditional result was False",
        "skipped": true
    }
}
2022-05-24 11:51:58,628 p=92659 u=moonja n=ansible | ok: [co7-node02] => {
    "msg": {
        "changed": false,
        "skip_reason": "Conditional result was False",
        "skipped": true
    }
}
2022-05-24 11:51:58,630 p=92659 u=moonja n=ansible | ok: [co7-node03] => {
    "msg": {
        "changed": false,
        "skip_reason": "Conditional result was False",
        "skipped": true
    }
}
2022-05-24 11:51:59,235 p=92659 u=moonja n=ansible | ok: [co7-master] => {
    "msg": {
        "changed": true,
        "cmd": [
            "/usr/bin/pgbackrest",
            "--stanza=main",
            "--log-level-console=info",
            "stanza-delete",
            "--force"
        ],
        "delta": "0:00:00.005527",
        "end": "2022-05-24 11:51:58.898987",
        "failed": false,
        "msg": "",
        "rc": 0,
        "start": "2022-05-24 11:51:58.893460",
        "stderr": "",
        "stderr_lines": [],
